UniProt	GeneSymbol	ChEMBL	PrefName	TaxID	Organism
Q9NYL2	MAP3K20	CHEMBL3886	Mixed lineage kinase 7	9606	Homo sapiens
Q9NRW4	DUSP22	CHEMBL3924	Dual specificity phosphatase 22	9606	Homo sapiens
Q931S2	parC	CHEMBL4836	Topoisomerase IV subunit A	158878	Staphylococcus aureus subsp. aureus Mu50
Q9LGC6	P0504H10.9	CHEMBL5280	Alpha-glucosidase	39947	Oryza sativa Japonica Group
O14965	AURKA	CHEMBL4722	Serine/threonine-protein kinase Aurora-A	9606	Homo sapiens
O00418	EEF2K	CHEMBL5026	Serine/threonine-protein kinase EEF2K	9606	Homo sapiens
O02747	AHR	CHEMBL4725	Aryl hydrocarbon receptor	9986	Oryctolagus cuniculus
O07911	agrC	CHEMBL4726	Receptor-histidine kinase AgrC	1280	Staphylococcus aureus
O08557	Ddah1	CHEMBL4196	Dimethylarginine dimethylaminohydrolase 1	10116	Rattus norvegicus
O14976	GAK	CHEMBL4355	Serine/threonine-protein kinase GAK	9606	Homo sapiens
O15218	GPR182	CHEMBL4356	Adrenomedullin receptor	9606	Homo sapiens
O15770	GR3	CHEMBL5061	Glutathione reductase	36329	Plasmodium falciparum 3D7
O19045	F10	CHEMBL5062	Coagulation factor X	9986	Oryctolagus cuniculus
O34623	dnaE	CHEMBL5283	DNA polymerase III subunit alpha	224308	Bacillus subtilis (strain 168)
O43353	RIPK2	CHEMBL5014	Serine/threonine-protein kinase RIPK2	9606	Homo sapiens
O54814	Ccr3	CHEMBL3928	C-C chemokine receptor type 3	10116	Rattus norvegicus
O54833	Csnk2a2	CHEMBL5326	Casein kinase II alpha (prime)	10090	Mus musculus
O70212	HTR3A	CHEMBL3666	Serotonin 3a (5-HT3a) receptor	10141	Cavia porcellus
O70342	Npy5r	CHEMBL3802	Neuropeptide Y receptor type 5	10090	Mus musculus
O70528	HTR4	CHEMBL5017	Serotonin 4 (5-HT4) receptor	10141	Cavia porcellus
O74189	PMT1	CHEMBL3534	Dolichyl-phosphate-mannose--protein mannosyltransferase 1	237561	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)
O76083	PDE9A	CHEMBL3535	Phosphodiesterase 9A	9606	Homo sapiens
O77656	MMP13	CHEMBL5327	Matrix metalloproteinase 13	9913	Bos taurus
O00089	xlnD	CHEMBL4728	Beta-xylosidase	5061	Aspergillus niger
P00469	thyA	CHEMBL5328	Thymidylate synthase	1582	Lactobacillus casei
P00939	TPI1	CHEMBL3930	Triosephosphate isomerase	9986	Oryctolagus cuniculus
P02067	HBB	CHEMBL4006	Hemoglobin beta chain	9823	Sus scrofa
P02089	Hbb-b2	CHEMBL4007	Hemoglobin beta chain	10090	Mus musculus
P02829	HSP82	CHEMBL3536	Heat shock protein HSP 90 (HSP82)	559292	Saccharomyces cerevisiae S288c
P04637	TP53	CHEMBL4096	Cellular tumor antigen p53	9606	Homo sapiens
P05181	CYP2E1	CHEMBL5281	Cytochrome P450 2E1	9606	Homo sapiens
P05413	FABP3	CHEMBL3344	Fatty acid binding protein muscle	9606	Homo sapiens
P06762	Hmox1	CHEMBL5035	Heme oxygenase 1	10116	Rattus norvegicus
P07901	Hsp90aa1	CHEMBL4197	Heat shock protein HSP 90-alpha	10090	Mus musculus
P08191	fimH	CHEMBL4837	Adhesin protein fimH	83333	Escherichia coli K-12
P9WPX7	aroQ	CHEMBL3345	3-dehydroquinate dehydratase	1773	Mycobacterium tuberculosis
P0A6L2	dapA	CHEMBL4083	Dihydrodipicolinate synthase	83333	Escherichia coli K-12
P0A7G6	recA	CHEMBL3434	Recombinase A	83333	Escherichia coli K-12
P10274	gag-pro	CHEMBL3346	Human T-cell leukemia virus type I protease	11926	Human T-cell leukemia virus 1 (strain Japan ATK-1 subtype A) (HTLV-1)
P10443	dnaE	CHEMBL4621	DNA polymerase III subunit alpha	83333	Escherichia coli K-12
P10482	bglA	CHEMBL4622	Beta-glucosidase A	44001	Caldicellulosiruptor saccharolyticus
P10809	HSPD1	CHEMBL4721	Heat shock protein HSP 60	9606	Homo sapiens
P11440	Cdk1	CHEMBL4084	Cyclin-dependent kinase 1	10090	Mus musculus
P11509	CYP2A6	CHEMBL5282	Cytochrome P450 2A6	9606	Homo sapiens
P12530	ALOX15	CHEMBL4358	Arachidonate 15-lipoxygenase	9986	Oryctolagus cuniculus
P12807	AMO	CHEMBL5020	Amine oxidase, copper containing	870730	Pichia angusta
P14207	FOLR2	CHEMBL5064	Folate receptor beta	9606	Homo sapiens
P15108	HSC82	CHEMBL4199	Heat shock protein HSP 90 (HSC82)	559292	Saccharomyces cerevisiae S288c
P16110	Lgals3	CHEMBL3668	Galectin-3	10090	Mus musculus
P17712	Gck	CHEMBL3882	Hexokinase type IV	10116	Rattus norvegicus
P18266	Gsk3b	CHEMBL3669	Glycogen synthase kinase-3 beta	10116	Rattus norvegicus
P20813	CYP2B6	CHEMBL4729	Cytochrome P450 2B6	9606	Homo sapiens
P20852	Cyp2a5	CHEMBL4085	Cytochrome P450 2A5	10090	Mus musculus
P23711	Hmox2	CHEMBL3348	Heme oxygenase 2	10116	Rattus norvegicus
P28843	Dpp4	CHEMBL3883	Dipeptidyl peptidase IV	10090	Mus musculus
P31639	SLC5A2	CHEMBL3884	Sodium/glucose cotransporter 2	9606	Homo sapiens
P34927	Asgr1	CHEMBL5066	Asialoglycoprotein receptor 1	10090	Mus musculus
P35557	GCK	CHEMBL3820	Hexokinase type IV	9606	Homo sapiens
P36400	LMCPB	CHEMBL3821	Cysteine proteinase B	5665	Leishmania mexicana
P38936	CDKN1A	CHEMBL5021	CDK-interacting protein 1	9606	Homo sapiens
P43114	Ptger4	CHEMBL4086	Prostanoid EP4 receptor	10116	Rattus norvegicus
P43236	CTSK	CHEMBL3349	Cathepsin K	9986	Oryctolagus cuniculus
P43711	fabH	CHEMBL3822	Beta-ketoacyl-ACP synthase III	71421	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
P43819	pheS	CHEMBL3671	Phenylalanyl-tRNA synthetase alpha chain	71421	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
P45568	dxr	CHEMBL4091	1-deoxyxylulose-5-phosphate reductoisomerase	83333	Escherichia coli K-12
P48748	BDKRB1	CHEMBL4087	Bradykinin B1 receptor	9986	Oryctolagus cuniculus
P49187	Mapk10	CHEMBL4092	c-Jun N-terminal kinase 3	10116	Rattus norvegicus
P0C1U9	parC	CHEMBL4088	Topoisomerase IV subunit A	1280	Staphylococcus aureus
P50130	DRD1	CHEMBL5067	Dopamine D1 receptor	9823	Sus scrofa
P55055	NR1H2	CHEMBL4093	LXR-beta	9606	Homo sapiens
P56526	aglA	CHEMBL3435	Alpha-glucosidase	5061	Aspergillus niger
P61431	murB	CHEMBL4089	UDP-N-acetylmuramate dehydrogenase	1280	Staphylococcus aureus
P0DB00	fabH	CHEMBL3672	Beta-ketoacyl-ACP synthase III	198466	Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315)
P67871	Csnk2b	CHEMBL4095	Casein kinase II beta	10090	Mus musculus
P68795	fabH	CHEMBL3673	Beta-ketoacyl-ACP synthase III	158878	Staphylococcus aureus subsp. aureus Mu50
P68849	pheS	CHEMBL3436	Phenylalanyl-tRNA synthetase alpha chain	1280	Staphylococcus aureus
P69328	GLAA	CHEMBL3745	Glucoamylase	5061	Aspergillus niger
P70263	Ptgdr	CHEMBL3933	Prostanoid DP receptor	10090	Mus musculus
P70597	Ptger1	CHEMBL5068	Prostanoid EP1 receptor	10116	Rattus norvegicus
P79218	TACR2	CHEMBL3433	Neurokinin 2 receptor	9986	Oryctolagus cuniculus
P80365	HSD11B2	CHEMBL3746	11-beta-hydroxysteroid dehydrogenase 2	9606	Homo sapiens
P90584	Pfmrk	CHEMBL4090	Protein kinase Pfmrk	5833	Plasmodium falciparum
P97571	Capn1	CHEMBL3747	Calpain 1	10116	Rattus norvegicus
P98170	XIAP	CHEMBL4198	Inhibitor of apoptosis protein 3	9606	Homo sapiens
Q00987	MDM2	CHEMBL5023	p53-binding protein Mdm-2	9606	Homo sapiens
Q01469	FABP5	CHEMBL3674	Fatty acid binding protein epidermal	9606	Homo sapiens
Q07010	HGPRT	CHEMBL5069	Hypoxanthine-guanine phosphoribosyltransferase	5702	Trypanosoma brucei brucei
Q09128	Cyp24a1	CHEMBL3748	Cytochrome P450 24A1	10116	Rattus norvegicus
Q13315	ATM	CHEMBL3797	Serine-protein kinase ATM	9606	Homo sapiens
Q13535	ATR	CHEMBL5024	Serine-protein kinase ATR	9606	Homo sapiens
Q16853	AOC3	CHEMBL3437	Amine oxidase, copper containing	9606	Homo sapiens
Q55663	dxr	CHEMBL4094	1-deoxyxylulose-5-phosphate reductoisomerase	1111708	Synechocystis sp. (strain PCC 6803 / Kazusa)
Q58D55	GLB1	CHEMBL3482	Beta-galactosidase	9913	Bos taurus
Q58DH9	NAGA	CHEMBL5079	Alpha-galactosidase B	9913	Bos taurus
Q60737	Csnk2a1	CHEMBL3537	Casein kinase II alpha	10090	Mus musculus
Q63207	F10	CHEMBL3755	Coagulation factor X	10116	Rattus norvegicus
Q6AYQ3	Fars2	CHEMBL3757	Phenylalanyl-tRNA synthetase mitochondrial	10116	Rattus norvegicus
Q6V1X1	DPP8	CHEMBL4657	Dipeptidyl peptidase VIII	9606	Homo sapiens
Q820T1	fabH	CHEMBL5070	Beta-ketoacyl-ACP synthase III	226185	Enterococcus faecalis (strain ATCC 700802 / V583)
Q86TI2	DPP9	CHEMBL4793	Dipeptidyl peptidase IX	9606	Homo sapiens
Q8CFK4	Tec	CHEMBL5025	Tyrosine-protein kinase TEC	10090	Mus musculus
Q8JZL2	Mchr1	CHEMBL4730	Melanin-concentrating hormone receptor 1	10090	Mus musculus
Q92851	CASP10	CHEMBL5037	Caspase-10	9606	Homo sapiens
Q969V1	MCHR2	CHEMBL5038	Melanin-concentrating hormone receptor 2	9606	Homo sapiens
Q97S36	pheS	CHEMBL5039	Phenylalanyl-tRNA synthetase alpha chain	170187	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
Q99P50	Ghsr	CHEMBL3428	Ghrelin receptor	10090	Mus musculus
Q9I056	cpg2	CHEMBL5040	Carboxypeptidase G2	208964	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)
Q9JI35	HRH3	CHEMBL5076	Histamine H3 receptor	10141	Cavia porcellus
Q9N1N9	BCHE	CHEMBL5077	Butyrylcholinesterase	9796	Equus caballus
Q9UQB9	AURKC	CHEMBL3935	Serine/threonine-protein kinase Aurora-C	9606	Homo sapiens
Q9UUZ4	aglC	CHEMBL3936	Alpha-galactosidase C	5061	Aspergillus niger
Q9Y5Y4	PTGDR2	CHEMBL5071	G protein-coupled receptor 44	9606	Homo sapiens
A3KMY8	GUSB	CHEMBL4082	Beta-glucuronidase	9913	Bos taurus
P07265	MAL62	CHEMBL4357	Alpha-glucosidase MAL62	4932	Saccharomyces cerevisiae
Q2M2I8	AAK1	CHEMBL3830	Adaptor-associated kinase	9606	Homo sapiens
Q7KZI7	MARK2	CHEMBL3831	MAP/microtubule affinity-regulating kinase 2	9606	Homo sapiens
Q13555	CAMK2G	CHEMBL3829	CaM kinase II gamma	9606	Homo sapiens
O00444	PLK4	CHEMBL3788	Serine/threonine-protein kinase PLK4	9606	Homo sapiens
O75716	STK16	CHEMBL3938	Serine/threonine-protein kinase 16	9606	Homo sapiens
O94768	STK17B	CHEMBL3980	Serine/threonine-protein kinase 17B	9606	Homo sapiens
O94804	STK10	CHEMBL3981	Serine/threonine-protein kinase 10	9606	Homo sapiens
P16591	FER	CHEMBL3982	Tyrosine-protein kinase FER	9606	Homo sapiens
P29317	EPHA2	CHEMBL2068	Ephrin type-A receptor 2	9606	Homo sapiens
P29320	EPHA3	CHEMBL4954	Ephrin type-A receptor 3	9606	Homo sapiens
P29322	EPHA8	CHEMBL4134	Ephrin type-A receptor 8	9606	Homo sapiens
P33981	TTK	CHEMBL3983	Dual specificity protein kinase TTK	9606	Homo sapiens
P42685	FRK	CHEMBL4223	Tyrosine-protein kinase FRK	9606	Homo sapiens
P49759	CLK1	CHEMBL4224	Dual specificty protein kinase CLK1	9606	Homo sapiens
P49760	CLK2	CHEMBL4225	Dual specificity protein kinase CLK2	9606	Homo sapiens
P49761	CLK3	CHEMBL4226	Dual specificity protein kinase CLK3	9606	Homo sapiens
P51813	BMX	CHEMBL3834	Tyrosine-protein kinase BMX	9606	Homo sapiens
P51955	NEK2	CHEMBL3835	Serine/threonine-protein kinase NEK2	9606	Homo sapiens
P53667	LIMK1	CHEMBL3836	LIM domain kinase 1	9606	Homo sapiens
P54756	EPHA5	CHEMBL3987	Ephrin type-A receptor 5	9606	Homo sapiens
P54762	EPHB1	CHEMBL5072	Ephrin type-B receptor 1	9606	Homo sapiens
P54764	EPHA4	CHEMBL3988	Ephrin type-A receptor 4	9606	Homo sapiens
Q00536	CDK16	CHEMBL4597	Serine/threonine-protein kinase PCTAIRE-1	9606	Homo sapiens
Q07912	TNK2	CHEMBL4599	Tyrosine kinase non-receptor protein 2	9606	Homo sapiens
Q13043	STK4	CHEMBL4598	Serine/threonine-protein kinase MST1	9606	Homo sapiens
Q13153	PAK1	CHEMBL4600	Serine/threonine-protein kinase PAK 1	9606	Homo sapiens
Q13882	PTK6	CHEMBL4601	Tyrosine-protein kinase BRK	9606	Homo sapiens
Q15375	EPHA7	CHEMBL4602	Ephrin type-A receptor 7	9606	Homo sapiens
Q8IU85	CAMK1D	CHEMBL5073	CaM kinase I delta	9606	Homo sapiens
Q8N5S9	CAMKK1	CHEMBL5256	CaM-kinase kinase alpha	9606	Homo sapiens
Q8TD19	NEK9	CHEMBL5257	Serine/threonine-protein kinase NEK9	9606	Homo sapiens
Q96NX5	CAMK1G	CHEMBL5258	CaM kinase I gamma	9606	Homo sapiens
Q96RR4	CAMKK2	CHEMBL5284	CaM-kinase kinase beta	9606	Homo sapiens
Q99640	PKMYT1	CHEMBL3984	Tyrosine- and threonine-specific cdc2-inhibitory kinase	9606	Homo sapiens
Q99683	MAP3K5	CHEMBL5285	Mitogen-activated protein kinase kinase kinase 5	9606	Homo sapiens
Q9H2G2	SLK	CHEMBL4202	Serine/threonine-protein kinase 2	9606	Homo sapiens
Q9HAZ1	CLK4	CHEMBL4203	Dual specificity protein kinase CLK4	9606	Homo sapiens
Q9HBH9	MKNK2	CHEMBL4204	MAP kinase signal-integrating kinase 2	9606	Homo sapiens
Q9HC98	NEK6	CHEMBL4309	Serine/threonine-protein kinase NEK6	9606	Homo sapiens
Q9JI10	Stk3	CHEMBL4310	Serine/threonine-protein kinase MST2	10090	Mus musculus
Q9NQU5	PAK6	CHEMBL4311	Serine/threonine-protein kinase PAK6	9606	Homo sapiens
Q9NRP7	STK36	CHEMBL4312	Serine/threonine-protein kinase 36	9606	Homo sapiens
Q9NSY1	BMP2K	CHEMBL4522	BMP-2-inducible protein kinase	9606	Homo sapiens
Q9P1W9	PIM2	CHEMBL4523	Serine/threonine-protein kinase PIM2	9606	Homo sapiens
Q9P286	PAK5	CHEMBL4524	Serine/threonine-protein kinase PAK7	9606	Homo sapiens
Q9UEE5	STK17A	CHEMBL4525	Serine/threonine-protein kinase 17A	9606	Homo sapiens
Q9UF33	EPHA6	CHEMBL4526	Ephrin type-A receptor 6	9606	Homo sapiens
Q9UKE5	TNIK	CHEMBL4527	TRAF2- and NCK-interacting kinase	9606	Homo sapiens
Q9Y2H1	STK38L	CHEMBL4851	Serine/threonine-protein kinase 38-like	9606	Homo sapiens
Q9Y4K4	MAP4K5	CHEMBL4852	Mitogen-activated protein kinase kinase kinase kinase 5	9606	Homo sapiens
Q9Y6R4	MAP3K4	CHEMBL4853	Mitogen-activated protein kinase kinase kinase 4	9606	Homo sapiens
Q3U3Q1	Ulk3	CHEMBL3832	ULK3 kinase	10090	Mus musculus
Q7L0J3	SV2A	CHEMBL1998	Synaptic vesicle glycoprotein 2A	9606	Homo sapiens
Q00961	Grin2c	CHEMBL401	Glutamate [NMDA] receptor subunit epsilon 3	10116	Rattus norvegicus
P19490	Gria1	CHEMBL3753	Glutamate receptor ionotropic, AMPA 1	10116	Rattus norvegicus
Q29495	AANAT	CHEMBL5452	Serotonin N-acetyltransferase	9940	Ovis aries
Q9MYX0	SLC6A4	CHEMBL5453	Serotonin transporter	9544	Macaca mulatta
Q60490	EBP	CHEMBL5525	3-beta-hydroxysteroid-delta(8),delta(7)-isomerase	10141	Cavia porcellus
P08373	murB	CHEMBL5526	UDP-N-acetylmuramate dehydrogenase	83333	Escherichia coli K-12
O60658	PDE8A	CHEMBL4640	Phosphodiesterase 8A	9606	Homo sapiens
O95263	PDE8B	CHEMBL4408	Phosphodiesterase 8B	9606	Homo sapiens
Q9Y233	PDE10A	CHEMBL4409	Phosphodiesterase 10A	9606	Homo sapiens
Q06486	Csnk1d	CHEMBL4484	Casein kinase I delta	10116	Rattus norvegicus
Q9EST2	HNMT	CHEMBL4485	Histamine N-methyltransferase	10141	Cavia porcellus
P52702	DRD2	CHEMBL5456	Dopamine D2 receptor	9534	Chlorocebus aethiops
Q9GJT6	SLC6A3	CHEMBL5032	Dopamine transporter	9541	Macaca fascicularis
P0A6D3	aroA	CHEMBL5033	5-enolpyruvylshikimate-3-phosphate synthase	83333	Escherichia coli K-12
O75899	GABBR2	CHEMBL5034	GABA-B receptor 2	9606	Homo sapiens
P03438	HA	CHEMBL4918	Influenza A virus Hemagglutinin	132504	Influenza A virus (strain A/X-31 H3N2)
Q94F81	hda106	CHEMBL4919	Histone deacetylase HD2	4577	Zea mays
O30463	folA	CHEMBL5457	Dihydrofolate reductase	1764	Mycobacterium avium
O53430	mca	CHEMBL3703	Mycothiol S-conjugate amidase	1773	Mycobacterium tuberculosis
Q9EPB1	Dpp7	CHEMBL4352	Dipeptidyl peptidase II	10116	Rattus norvegicus
P97266	OPRM1	CHEMBL4354	Mu opioid receptor	10141	Cavia porcellus
Q53725	pbpA	CHEMBL4268	Penicillin-binding protein 1	1280	Staphylococcus aureus
P88142	pol	CHEMBL5074	Human immunodeficiency virus type 2 pol protein	11709	Human immunodeficiency virus 2
P62139	PPP1CA	CHEMBL5458	Serine/threonine protein phosphatase PP1-alpha catalytic subunit	9986	Oryctolagus cuniculus
P67777	PPP2CA	CHEMBL5591	Serine/threonine protein phosphatase 2A, catalytic subunit, alpha isoform	9986	Oryctolagus cuniculus
P16298	PPP3CB	CHEMBL5278	Serine/threonine protein phosphatase PP2B-alpha catalytic subunit	9606	Homo sapiens
Q95PM0	rhodesain	CHEMBL4188	Rhodesain	31286	Trypanosoma brucei rhodesiense
Q9Y6K9	IKBKG	CHEMBL4967	NF-kappa-B essential modulator	9606	Homo sapiens
P07332	FES	CHEMBL5455	Tyrosine-protein kinase FES	9606	Homo sapiens
Q62868	Rock2	CHEMBL5490	Rho-associated protein kinase 2	10116	Rattus norvegicus
Q13177	PAK2	CHEMBL4487	Serine/threonine-protein kinase PAK 2	9606	Homo sapiens
Q63531	Rps6ka1	CHEMBL5528	Ribosomal protein S6 kinase alpha 1	10116	Rattus norvegicus
P54645	Prkaa1	CHEMBL4533	AMP-activated protein kinase, alpha-1 subunit	10116	Rattus norvegicus
Q09137	Prkaa2	CHEMBL4637	AMP-activated protein kinase, alpha-2 subunit	10116	Rattus norvegicus
P37173	TGFBR2	CHEMBL4267	TGF-beta receptor type II	9606	Homo sapiens
O00311	CDC7	CHEMBL5443	Cell division cycle 7-related protein kinase	9606	Homo sapiens
P35739	Ntrk1	CHEMBL4220	Nerve growth factor receptor Trk-A	10116	Rattus norvegicus
P07949	RET	CHEMBL2041	Tyrosine-protein kinase receptor RET	9606	Homo sapiens
O96013	PAK4	CHEMBL4482	Serine/threonine-protein kinase PAK 4	9606	Homo sapiens
Q62137	Jak3	CHEMBL5250	Tyrosine-protein kinase JAK3	10090	Mus musculus
Q9UBU7	DBF4	CHEMBL4483	Activator of S phase kinase DBF4	9606	Homo sapiens
Q06187	BTK	CHEMBL5251	Tyrosine-protein kinase BTK	9606	Homo sapiens
P30291	WEE1	CHEMBL5491	Serine/threonine-protein kinase WEE1	9606	Homo sapiens
O43497	CACNA1G	CHEMBL4641	Voltage-gated T-type calcium channel alpha-1G subunit	9606	Homo sapiens
Q9P0X4	CACNA1I	CHEMBL5558	Voltage-gated T-type calcium channel alpha-1I subunit	9606	Homo sapiens
P00546	CDC28	CHEMBL5213	Cell division control protein 28	559292	Saccharomyces cerevisiae S288c
Q13418	ILK	CHEMBL5247	Serine/threonine-protein kinase ILK-1	9606	Homo sapiens
P27987	ITPKB	CHEMBL5165	Inositol-trisphosphate 3-kinase B	9606	Homo sapiens
P00521	ABL	CHEMBL5166	Tyrosine-protein kinase V-ABL	11788	Abelson murine leukemia virus
Q8IV61	RASGRP3	CHEMBL3638	RAS guanyl releasing protein 3	9606	Homo sapiens
P15384	Kcna3	CHEMBL4248	Voltage-gated potassium channel subunit Kv1.3	10116	Rattus norvegicus
O54912	Kcnk3	CHEMBL4294	Potassium channel subfamily K member 3	10116	Rattus norvegicus
P17658	KCNA6	CHEMBL5279	Voltage-gated potassium channel subunit Kv1.6	9606	Homo sapiens
P48547	KCNC1	CHEMBL5529	Voltage-gated potassium channel subunit Kv3.1	9606	Homo sapiens
O88943	Kcnq2	CHEMBL5530	Voltage-gated potassium channel subunit Kv7.2	10116	Rattus norvegicus
O88944	Kcnq3	CHEMBL5531	Voltage-gated potassium channel subunit Kv7.3	10116	Rattus norvegicus
Q00175	Pgr	CHEMBL4969	Progesterone receptor	10090	Mus musculus
P15393	Cyp11b1	CHEMBL4970	Cytochrome P450 11B1	10116	Rattus norvegicus
P08683	Cyp2c11	CHEMBL4971	Cytochrome P450 2C11	10116	Rattus norvegicus
P15149	Cyp2a2	CHEMBL3705	Cytochrome P450 2A2	10116	Rattus norvegicus
P10611	CYP4A4	CHEMBL4743	Cytochrome P450 4A4	9986	Oryctolagus cuniculus
P00183	camC	CHEMBL5594	Cytochrome P450-cam	303	Pseudomonas putida
P19419	ELK1	CHEMBL4453	ETS domain protein Elk-1	9606	Homo sapiens
P15056	BRAF	CHEMBL5145	Serine/threonine-protein kinase B-raf	9606	Homo sapiens
P09769	FGR	CHEMBL4454	Tyrosine-protein kinase FGR	9606	Homo sapiens
P11274	BCR	CHEMBL5146	Breakpoint cluster region protein	9606	Homo sapiens
P54760	EPHB4	CHEMBL5147	Ephrin type-B receptor 4	9606	Homo sapiens
Q8BK63	Csnk1a1	CHEMBL5148	Casein kinase I alpha	10090	Mus musculus
Q9DC28	Csnk1d	CHEMBL5175	Casein kinase I delta	10090	Mus musculus
P56483	CCR3	CHEMBL5176	C-C chemokine receptor type 3	9544	Macaca mulatta
P49238	CX3CR1	CHEMBL4843	C-X3-C chemokine receptor 1	9606	Homo sapiens
Q8HYC3	UTS2R	CHEMBL4845	Urotensin II receptor	9544	Macaca mulatta
P27448	MARK3	CHEMBL5600	Serine/threonine-protein kinase c-TAK1	9606	Homo sapiens
P16333	NCK1	CHEMBL4846	Nck adaptor protein 1	9606	Homo sapiens
P26435	Slc10a1	CHEMBL4847	Bile acid transporter	10116	Rattus norvegicus
P48281	Vdr	CHEMBL5601	Vitamin D receptor	10090	Mus musculus
P39748	FEN1	CHEMBL5027	Flap endonuclease 1	9606	Homo sapiens
P28715	ERCC5	CHEMBL4736	DNA excision repair protein ERCC-5	9606	Homo sapiens
O43174	CYP26A1	CHEMBL5141	Cytochrome P450 26A1	9606	Homo sapiens
P06730	EIF4E	CHEMBL4848	Eukaryotic translation initation factor	9606	Homo sapiens
O70174	Chrna4	CHEMBL4457	Neuronal acetylcholine receptor protein alpha-4 subunit	10090	Mus musculus
P00488	F13A1	CHEMBL4530	Coagulation factor XIII	9606	Homo sapiens
O43184	ADAM12	CHEMBL5030	ADAM12	9606	Homo sapiens
O14672	ADAM10	CHEMBL5028	ADAM10	9606	Homo sapiens
P50454	SERPINH1	CHEMBL5286	Collagen-binding protein 1	9606	Homo sapiens
P17931	LGALS3	CHEMBL4531	Galectin-3	9606	Homo sapiens
P05187	ALPP	CHEMBL4458	Alkaline phosphatase placental type	9606	Homo sapiens
Q14973	SLC10A1	CHEMBL5287	Bile acid transporter	9606	Homo sapiens
Q01650	SLC7A5	CHEMBL4459	L-type amino acid transporter 1	9606	Homo sapiens
O75387	SLC43A1	CHEMBL4148	L-type amino acid transporter 3	9606	Homo sapiens
Q63016	Slc7a5	CHEMBL4149	L-type amino acid transporter 1	10116	Rattus norvegicus
P52732	KIF11	CHEMBL4581	Kinesin-like protein 1	9606	Homo sapiens
Q04206	RELA	CHEMBL5533	Nuclear factor NF-kappa-B p65 subunit	9606	Homo sapiens
P01024	C3	CHEMBL4917	Complement C3	9606	Homo sapiens
P08170	LOX1.1	CHEMBL4586	Seed lipoxygenase-1	3847	Glycine max
P13661	bla	CHEMBL4951	Beta-lactamase OXA-1	562	Escherichia coli
P00720	E	CHEMBL5206	Lysozyme	10665	Enterobacteria phage T4
P24942	Slc1a3	CHEMBL4190	Excitatory amino acid transporter 1	10116	Rattus norvegicus
P00634	phoA	CHEMBL4217	Alkaline phosphatase	83333	Escherichia coli K-12
Q12884	FAP	CHEMBL4683	Fibroblast activation protein alpha	9606	Homo sapiens
Q13724	MOGS	CHEMBL4684	Mannosyl-oligosaccharide glucosidase	9606	Homo sapiens
Q99685	MGLL	CHEMBL4191	Monoglyceride lipase	9606	Homo sapiens
Q02083	NAAA	CHEMBL4349	N-acylsphingosine-amidohydrolase	9606	Homo sapiens
P20264	POU3F3	CHEMBL5243	Homeobox protein Brn-1	9606	Homo sapiens
P20265	POU3F2	CHEMBL4189	Homeobox protein Brn-2	9606	Homo sapiens
P06720	melA	CHEMBL3696	Alpha-galactosidase	83333	Escherichia coli K-12
P04014	E1	CHEMBL4953	Replication protein E1	10580	Human papillomavirus type 11
P08004	CHS1	CHEMBL3827	Chitin synthase 1	559292	Saccharomyces cerevisiae S288c
P29465	CHS3	CHEMBL5597	Chitin synthase 3	559292	Saccharomyces cerevisiae S288c
P50997	ATP1A1	CHEMBL4838	Sodium/potassium-transporting ATPase alpha-1 chain	9615	Canis lupus familiaris
Q02563	Sv2a	CHEMBL4381	Synaptic vesicle protein 2a	10116	Rattus norvegicus
P21567	ALP1	CHEMBL5596	Alpha-amylase	4944	Saccharomycopsis fibuligera
Q9S446	srtA	CHEMBL5598	Sortase	158879	Staphylococcus aureus subsp. aureus N315
Q01094	E2F1	CHEMBL4382	Transcription factor E2F1	9606	Homo sapiens
P25910	ccrA	CHEMBL4840	Beta-lactamase type II	817	Bacteroides fragilis
O31211	murC	CHEMBL4623	UDP-N-acetylmuramate--L-alanine ligase	1280	Staphylococcus aureus
P0A091	murD	CHEMBL4841	UDP-N-acetylmuramoylalanine-D-glutamate ligase	1280	Staphylococcus aureus
P9WQN9	fbpC	CHEMBL4624	Fibonectin-binding protein C	1773	Mycobacterium tuberculosis
Q07817	BCL2L1	CHEMBL4625	Apoptosis regulator Bcl-X	9606	Homo sapiens
P96618	acpS	CHEMBL4734	Holo-[acyl-carrieir-protein] synthase	224308	Bacillus subtilis (strain 168)
Q9UJM8	HAO1	CHEMBL4229	Hydroxyacid oxidase 1	9606	Homo sapiens
Q5DUH8	gal1	CHEMBL4194	Alpha-galactosidase	13443	Coffea arabica
Q9SEH8	Man1	CHEMBL4193	Alpha-mannosidase	3847	Glycine max
Q9H7Z7	PTGES2	CHEMBL4411	Prostaglandin E synthase 2	9606	Homo sapiens
Q12794	HYAL1	CHEMBL4528	Hyaluronidase-1	9606	Homo sapiens
