#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp2c9-Potency_&#956;M","p450-cyp2c9-Curve_Description","p450-cyp2c9-Fit_LogAC50","p450-cyp2c9-Fit_HillSlope","p450-cyp2c9-Fit_R2","p450-cyp2c9-Fit_InfiniteActivity_%","p450-cyp2c9-Fit_ZeroActivity_%","p450-cyp2c9-Fit_CurveClass","p450-cyp2c9-Excluded_Points","p450-cyp2c9-Max_Response","p450-cyp2c9-Activity at 0.0007 uM_%","p450-cyp2c9-Activity at 0.00160 uM_%","p450-cyp2c9-Activity at 0.00368 uM_%","p450-cyp2c9-Activity at 0.00820 uM_%","p450-cyp2c9-Activity at 0.018 uM_%","p450-cyp2c9-Activity at 0.041 uM_%","p450-cyp2c9-Activity at 0.091 uM_%","p450-cyp2c9-Activity at 0.204 uM_%","p450-cyp2c9-Activity at 0.457 uM_%","p450-cyp2c9-Activity at 1.022 uM_%","p450-cyp2c9-Activity at 2.286 uM_%","p450-cyp2c9-Activity at 5.111 uM_%","p450-cyp2c9-Activity at 11.43 uM_%","p450-cyp2c9-Activity at 25.56 uM_%","p450-cyp2c9-Activity at 57.14 uM_%"
574,26750736,6518396,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-1.745,-3.06,,-6.316,,4.304,,6.143,,6.558,,-4.576,,-1.745,,
575,26750735,6518395,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-0.9759,-5.642,,15.64,,15.94,,-13.79,,2.841,,4.392,,-0.9759,,
576,26750734,6518394,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.664,18.86,,-1.913,,14.53,,22.3,,26.54,,0.2644,,5.664,,
577,26750733,6518394,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,16.47,-9.189,,-5.272,,-7.698,,-6.05,,8.094,,7.896,,16.47,,
578,26750732,16758245,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,11.5,-4.492,,-1.376,,-7.038,,-6.85,,9.705,,10.66,,11.5,,
579,26750731,6518392,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,0.0785,3.991,,1.707,,-7.573,,3.208,,0.2016,,10.54,,0.0785,,
580,26750730,16758244,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,11.98,-7.882,,-1.92,,6.199,,-1.439,,11.95,,27.05,,11.98,,
581,26750729,16758243,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-7.608,4.202,,2.252,,-3.386,,12.31,,37.28,,-2.372,,-7.608,,
582,26750728,6518389,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,4.692,24.23,,23.52,,19.27,,-3.975,,11.54,,10.78,,4.692,,
583,26750727,16758242,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,19.79,-6.655,,-1.678,,-6.599,,6.133,,2.149,,4.141,,19.79,,
584,26750726,16758241,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,3.94,5.053,,-12.54,,-9.992,,34.48,,-1.382,,-5.143,,3.94,,
585,26750725,16758240,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,2.959,-8.933,,35.03,,-7.943,,-2.602,,2.072,,-3.231,,2.959,,
586,26750724,6518385,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,11.87,0.5897,,-8.791,,-1.324,,-7.779,,9.411,,-3.398,,11.87,,
587,17416386,2215404,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-6.9507,,,-14.8773,,0.2384,,-3.6796,,-7.3842,,-9.6248,,-13.6481,,-6.9507
588,17416368,2963649,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-2.8836,,,15.0977,,48.5556,,25.2683,,-7.8874,,31.4972,,9.1395,,-2.8836
589,17416357,2270563,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.4652,,,-10.7285,,-15.9309,,-3.8885,,5.0221,,8.5118,,22.5008,,5.4652
590,17416355,2888587,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-14.3385,,,-7.3351,,-1.7404,,-2.6668,,-7.1309,,-10.3044,,-11.0958,,-14.3385
591,17416351,2962400,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-43.6694,,,-28.7505,,-45.3167,,14.8047,,-27.4695,,13.9977,,-23.9597,,-43.6694
592,17416347,5710160,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-34.5104,,,-39.0188,,-39.5423,,-49.028,,-37.5111,,-62.975,,-44.1209,,-34.5104
593,17416342,2962085,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-22.174,,,12.451,,3.5325,,6.2004,,1.4747,,2.1587,,-10.6587,,-22.174
594,17416341,2962121,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-1.0524,,,-4.8757,,12.6392,,24.1652,,11.2774,,23.1363,,-3.3214,,-1.0524
595,17416314,2231507,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,10.1429,,,25.9021,,15.8529,,24.3186,,16.8896,,21.1358,,13.9432,,10.1429
596,17416299,875563,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,13.1192,,,-2.1263,,0.8875,,-3.0361,,19.9552,,47.2973,,23.6748,,13.1192
597,17416286,2962512,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-27.698,,,12.994,,8.2011,,7.4791,,2.8794,,35.2756,,-9.575,,-27.698
598,17416276,1226755,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-17.8407,,,5.0397,,-4.0171,,43.0257,,-19.5624,,-15.1475,,-18.3088,,-17.8407
599,17416241,729367,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-29.4754,,,-5.8876,,-13.5168,,-8.5565,,-15.5027,,-14.9088,,-17.0272,,-29.4754
600,17416214,5339813,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-28.6103,,,-27.7296,,-1.7111,,-5.4492,,-5.5505,,-8.6941,,-3.1377,,-28.6103
601,17416209,974699,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,7.2253,,,-14.6798,,-33.237,,-40.4261,,-9.0935,,-15.5096,,-44.1292,,7.2253
602,17416202,1570605,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-3.3156,,,12.6119,,6.6692,,28.1238,,21.7731,,0.7655,,0.8096,,-3.3156
603,17416201,5348621,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-26.139,,,13.8926,,18.1723,,18.1898,,0.445,,-6.1031,,-11.6936,,-26.139
604,17416198,5729239,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-24.983,,,18.414,,7.6418,,-11.1173,,-9.344,,2.4416,,-2.1837,,-24.983
605,17416196,3699216,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-11.5763,,,5.0483,,3.6868,,20.0086,,5.1571,,27.3104,,6.1745,,-11.5763
606,17416178,2891964,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-4.9895,,,9.0819,,4.5578,,6.0272,,-1.1514,,44.7982,,3.7768,,-4.9895
607,17416177,2891885,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-24.998,,,-9.1976,,-4.138,,-9.639,,-23.2063,,-5.9756,,-4.2279,,-24.998
608,17416161,204385,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-17.8514,,,-16.9941,,1.3189,,-19.7845,,-6.3994,,-18.9056,,-11.667,,-17.8514
609,17416156,1109314,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-13.0287,,,3.7838,,-3.8989,,6.453,,-18.3876,,-1.838,,-5.5529,,-13.0287
610,17416134,2892691,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-36.3082,,,-2.7201,,-24.9491,,-40.8861,,15.5072,,28.814,,21.9407,,-36.3082
611,17416121,5911851,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-9.9595,,,-48.5385,,-26.6588,,-17.2426,,-6.3788,,-24.4184,,-4.3376,,-9.9595
612,17416118,1321049,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-26.9229,,,-13.8018,,6.9397,,-6.2173,,20.62,,14.3333,,6.4599,,-26.9229
613,17416115,886589,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-5.6572,,,10.8556,,3.9988,,5.0278,,7.1005,,-1.6459,,-8.7002,,-5.6572
614,17416113,2892377,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-14.0842,,,-53.3073,,-6.5402,,-47.9419,,-43.2013,,-24.8285,,-4.7639,,-14.0842
615,17416104,1068280,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-23.0695,,,0.0271,,-13.1684,,-6.1728,,-0.1552,,-8.2881,,-17.2412,,-23.0695
616,17416099,2893058,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-6.969,,,0.2869,,-5.4902,,-1.8256,,-3.4489,,-9.0169,,-27.7327,,-6.969
617,17416071,5730589,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,21.1484,,,-13.7245,,-5.1355,,-25.7852,,26.859,,12.423,,-7.3607,,21.1484
618,17416054,5348009,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-16.1396,,,33.6791,,22.8387,,28.5336,,17.9121,,-2.9965,,45.4424,,-16.1396
619,17416050,2960253,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-12.0087,,,9.4388,,1.3724,,3.6521,,-8.2576,,-6.5272,,-13.1084,,-12.0087
620,17416043,2215403,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-8.0214,,,16.8772,,19.0731,,15.3898,,5.4373,,4.9656,,-33.0474,,-8.0214
621,17416039,9567370,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,26.2697,,,-6.4186,,0.8766,,1.9899,,-2.4409,,12.0351,,-3.3596,,26.2697
622,17416033,11958906,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,15.1833,,,7.6816,,16.7577,,14.3018,,13.7583,,24.9518,,15.6385,,15.1833
623,17415961,2885461,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-12.3497,,,-11.1809,,9.9546,,-3.6834,,-6.3924,,10.8007,,-1.968,,-12.3497
624,17415957,834548,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,29.7468,,,-2.0345,,11.1651,,-6.0456,,-11.099,,8.6269,,-4.7348,,29.7468
625,17415952,2273874,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-23.753,,,-8.7357,,10.0802,,-26.9786,,18.0269,,-22.055,,-0.0867,,-23.753
626,17415951,1368631,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-7.098,,,15.8868,,17.2662,,15.112,,7.1247,,-1.2256,,-11.3459,,-7.098
627,17415945,2847497,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-21.2518,,,6.2205,,5.7766,,8.1508,,4.7935,,6.9076,,-13.3982,,-21.2518
628,17415941,1357172,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-5.9091,,,16.2621,,7.6944,,19.733,,11.0045,,-1.3459,,-3.8245,,-5.9091
629,17415936,1181202,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-21.449,,,5.7454,,9.962,,7.0172,,7.3259,,-2.9904,,-14.1586,,-21.449
630,17415921,1339461,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-29.6039,,,13.8221,,6.5368,,14.7158,,9.9756,,9.8472,,-13.9718,,-29.6039
631,17415910,9586669,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-48.5472,,,-38.6003,,-53.2714,,-5.1584,,-3.7331,,-47.9717,,6.1983,,-48.5472
632,17415904,5350051,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-34.028,,,-37.1501,,11.265,,-24.5734,,-28.3648,,-32.5707,,-41.0391,,-34.028
633,17415903,706072,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-0.8833,,,-17.6597,,0.4599,,2.2245,,-1.4843,,9.4999,,3.7893,,-0.8833
634,17415870,2013595,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-23.029,,,-12.6017,,-9.8633,,-17.0618,,-11.8144,,-20.5772,,-22.3962,,-23.029
635,17415831,2915560,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-0.5801,,,0.5072,,-6.1596,,8.3699,,-22.2923,,-19.4954,,-21.5615,,-0.5801
636,17415827,880049,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-22.735,,,-10.5055,,26.017,,5.7189,,-14.2194,,4.9816,,-4.3749,,-22.735
637,17415819,9586576,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,8.5054,,,16.5204,,0.6207,,5.2384,,13.326,,38.3532,,-23.1283,,8.5054
638,17415795,879872,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-24.5689,,,-6.2585,,0.2714,,-12.2473,,-13.4661,,-20.4422,,-53.8929,,-24.5689
639,17415771,2914353,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-23.8068,,,5.3261,,2.9548,,-1.3595,,-10.3356,,-14.2828,,-21.781,,-23.8068
640,17415707,5942809,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,4.2613,,,21.3897,,22.3184,,23.7707,,42.4588,,209.46,,37.7153,,4.2613
641,17415694,826710,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-11.3793,,,22.5094,,17.3043,,23.9192,,14.0397,,33.3627,,4.7913,,-11.3793
642,17415683,9586650,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.4875,,,18.6247,,-14.2699,,28.683,,15.6336,,15.195,,15.0199,,5.4875
643,17415676,2896545,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-5.8431,,,-3.7533,,27.8956,,17.9466,,-13.6972,,6.0241,,0.655,,-5.8431
644,17415616,2171386,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-1.6994,,,6.044,,-8.0486,,3.0147,,5.1681,,20.3045,,9.4052,,-1.6994
645,17415602,2790768,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,13.7499,,,13.3082,,9.9043,,10.9717,,7.0375,,3.316,,8.566,,13.7499
646,17415593,1564986,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-21.4159,,,-1.856,,-7.0206,,0.913,,-10.7481,,-10.9842,,-14.6447,,-21.4159
647,17415585,5730238,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-5.0854,,,9.5133,,2.1009,,-19.4224,,-15.308,,11.5709,,-11.2758,,-5.0854
648,17415571,710974,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,8.3107,,,45.9212,,0.1579,,49.8975,,35.4505,,45.8221,,21.0129,,8.3107
649,17415546,826728,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,8.7115,,,11.8632,,-11.7171,,12.6862,,18.5243,,-7.8162,,32.0892,,8.7115
650,17415524,2867623,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-13.6145,,,19.2807,,20.6221,,23.8915,,24.8417,,42.4775,,50.3162,,-13.6145
651,17415520,701727,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,1.745,,,-9.0617,,-6.8961,,-9.2673,,-12.1162,,-4.8072,,-11.2586,,1.745
652,17415483,1036059,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-14.4323,,,-5.259,,0.6382,,2.3375,,-8.3456,,-6.3376,,-9.7607,,-14.4323
653,17415471,2871911,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-100.803,,,-74.7688,,-68.2182,,-7.4682,,-29.3005,,-43.0852,,-73.7425,,-100.803
654,17415454,2206660,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-4.8556,,,8.8938,,21.8539,,9.2795,,30.6327,,19.2424,,-22.1935,,-4.8556
655,17415441,2055927,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,19.04,,,75.168,,75.3998,,73.5168,,75.1674,,69.6979,,53.735,,19.04
656,17415406,985246,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,12.9833,,,24.9015,,42.3165,,48.4381,,32.0002,,10.6147,,10.7367,,12.9833
657,17415385,2232477,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,19.9961,,,27.783,,25.328,,27.3437,,9.7972,,4.2337,,15.8356,,19.9961
658,17415377,903387,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-9.7581,,,-6.4711,,25.3469,,32.2471,,-18.2758,,-14.2977,,-16.7274,,-9.7581
659,17415373,564515,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,13.6443,,,46.9957,,16.0354,,34.5835,,18.8369,,24.5147,,-13.5648,,13.6443
660,17415358,881717,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,4.9089,,,-17.2831,,4.5703,,-19.6723,,-3.9767,,9.0815,,5.48,,4.9089
661,17415329,2922025,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-19.7519,,,-20.3946,,-4.304,,-19.8528,,-5.6239,,-16.1487,,-21.3304,,-19.7519
662,17415328,1327711,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-18.4072,,,17.2469,,3.282,,19.9708,,30.5386,,-16.7633,,-41.4988,,-18.4072
663,17415320,5399140,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-26.6302,,,-14.6164,,-15.5318,,-16.7295,,-16.5174,,-1.7471,,-29.3484,,-26.6302
664,17415318,5332461,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-15.9428,,,9.1412,,40.7936,,42.2119,,-11.4329,,-4.3382,,-28.0928,,-15.9428
665,17415304,2867385,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,4.1632,,,15.8898,,16.1224,,15.2171,,12.7198,,18.9601,,10.2903,,4.1632
666,17415302,5332647,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,11.1022,,,-78.2001,,11.617,,-34.9708,,-44.1502,,-31.9494,,-43.5106,,11.1022
667,17415294,833166,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-28.5725,,,-2.1853,,3.4227,,16.9643,,-3.7732,,12.9092,,2.1432,,-28.5725
668,17415278,5332655,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,20.7699,,,-14.5544,,-9.0502,,-14.2647,,-6.3426,,-19.9,,23.8461,,20.7699
669,17415258,752538,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,3.6218,,,30.1901,,0.67,,1.5841,,23.592,,2.7365,,19.3409,,3.6218
670,17415241,873637,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,22.709,,,-2.9679,,19.0058,,9.2895,,7.7119,,10.542,,9.5308,,22.709
671,17415234,5711438,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,3.2885,,,33.9061,,6.8501,,31.3556,,23.8718,,7.895,,-3.6263,,3.2885
672,17415226,2896853,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-17.97,,,-8.7873,,11.8849,,17.0954,,10.5234,,-16.1951,,10.9209,,-17.97
673,17415215,6508051,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-23.5312,,,17.1794,,-14.8922,,7.1711,,-4.4838,,7.4593,,-4.1254,,-23.5312
674,17415194,2924039,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-16.7722,,,23.093,,-20.862,,8.9304,,0.3579,,-8.0583,,-16.5903,,-16.7722
675,17415186,2924495,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-43.2127,,,-22.81,,-17.7037,,-16.8551,,-7.8719,,0.5966,,-16.9262,,-43.2127
676,17415176,1293810,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-18.3674,,,34.7625,,22.9958,,25.9206,,22.6275,,39.8623,,25.0859,,-18.3674
677,17415167,712879,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,15.2704,,,9.3048,,6.1552,,8.6022,,24.5536,,61.1131,,11.0321,,15.2704
678,17415153,898953,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,0.7119,,,34.0912,,24.3524,,11.7745,,11.2121,,20.4955,,10.7538,,0.7119
679,17415132,2933906,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-20.7794,,,14.8603,,13.8065,,13.379,,1.0784,,9.9448,,5.8341,,-20.7794
680,17415130,2876564,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-22.8922,,,39.5396,,41.2998,,53.3188,,35.7421,,-7.4844,,11.8053,,-22.8922
681,17415112,6897245,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,11.1396,,,15.2891,,4.4429,,8.0367,,6.0549,,22.5414,,3.2448,,11.1396
682,17415041,877385,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-17.4142,,,1.0657,,6.3337,,-7.7321,,-13.5268,,-7.4169,,-10.9163,,-17.4142
683,17415002,2951767,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-18.1202,,,-18.4496,,-10.0463,,-5.3741,,-4.3103,,-0.5863,,-10.0912,,-18.1202
684,17414991,2927468,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-4.7916,,,7.7089,,1.9639,,14.8407,,11.2182,,-3.5085,,-7.3097,,-4.7916
685,17414979,2922778,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-5.9523,,,20.3182,,17.3316,,11.1373,,10.5489,,11.4508,,-0.0727,,-5.9523
686,17414978,1714907,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-6.6532,,,-1.6876,,12.0955,,-1.3508,,9.1518,,-5.2575,,6.382,,-6.6532
687,17414967,1928873,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-23.1433,,,-5.632,,20.5039,,23.242,,-2.9931,,8.495,,-5.9962,,-23.1433
688,17414946,1288351,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-22.6541,,,37.3412,,-16.9621,,29.8674,,-31.656,,-0.8523,,-46.6608,,-22.6541
689,17414933,977048,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-21.3737,,,6.4045,,-0.8337,,-7.4869,,3.9929,,-2.1127,,-25.3032,,-21.3737
690,17414909,977124,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-14.1073,,,5.1511,,-15.4846,,6.0462,,6.8267,,4.7292,,9.067,,-14.1073
691,17414869,5911638,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,16.7797,,,-17.5715,,-4.91,,18.4017,,11.6654,,1.2808,,-1.6242,,16.7797
692,17414847,1290697,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,0.8042,,,94.5946,,31.497,,32.7618,,37.3385,,64.3516,,44.9601,,0.8042
693,17414810,6863571,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-9.8564,,,-51.7949,,4.0757,,-16.7903,,-31.2767,,-12.3204,,-10.8105,,-9.8564
694,17414794,565786,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-22.4656,,,-8.3143,,20.3805,,-21.901,,27.356,,17.7295,,4.6054,,-22.4656
695,17414785,887037,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-8.2022,,,-1.2208,,1.1781,,-3.3307,,6.0847,,6.6519,,8.4828,,-8.2022
696,17414755,2927891,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.5995,,,12.7589,,23.1181,,-5.7669,,9.986,,33.0184,,-3.2904,,5.5995
697,17414747,844356,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,10.2077,,,-42.5894,,-7.046,,-20.9675,,17.2763,,-19.5296,,22.7068,,10.2077
698,17414692,914065,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-3.2047,,,-23.0749,,4.5017,,7.26,,0.9665,,-5.3349,,-2.6067,,-3.2047
699,17414688,2952577,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-2.6151,,,37.2844,,23.0096,,20.0537,,31.0093,,1.4209,,-5.5773,,-2.6151
700,17414672,886906,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-16.9996,,,1.4058,,-9.8357,,11.6642,,2.8607,,-9.9776,,-8.3149,,-16.9996
701,17414662,2928682,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-17.327,,,-7.3094,,54.9547,,-19.5665,,-17.4467,,18.7335,,-36.5346,,-17.327
702,17414651,9587730,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,29.9984,,,4.799,,-3.4561,,0.1851,,0.0044,,-5.3473,,-7.7045,,29.9984
703,17414633,2960946,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-0.3102,,,-5.1188,,8.7246,,-3.3087,,13.058,,-10.1764,,-7.283,,-0.3102
704,17414581,2960803,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-14.0813,,,4.0069,,2.1379,,6.7814,,4.5721,,4.7689,,-4.7505,,-14.0813
705,17414578,2300528,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-26.0758,,,-4.9737,,-7.4487,,-6.121,,-8.0316,,-17.507,,-13.584,,-26.0758
706,17414561,2299665,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-25.4334,,,-19.0569,,-21.5623,,5.0329,,-17.305,,12.9027,,-15.0161,,-25.4334
707,17414560,2923756,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,28.7925,,,29.8084,,22.8881,,15.9908,,25.4493,,13.0385,,23.6516,,28.7925
708,17414532,2221364,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-11.4549,,,23.7829,,22.3439,,20.827,,27.8016,,24.7393,,1.4071,,-11.4549
709,17414530,2965974,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-17.0261,,,7.8189,,7.0357,,19.4022,,13.7197,,18.7883,,2.5752,,-17.0261
